Please select your school,Time of the Day the behavior occurred?,Date of Incident,Is the referral for a minor or a major violation?,Select the Classroom Managed Behavior (Do not include student names in text boxes) - Selected Choice,Select the Major Referral,Where did the incident take place?,Enrollment_SchoolID,Ethnicity,fre,Gender,Grade_Level,LunchStatus,Student Identifier,Year,Term,dr.studentminors
Hill Valley High School,2:00pm -3:00pm,11/18/2024,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,Media Center,5,W,W,M,0,P,A16817795BZD,2024-2025,2Q,1
Hill Valley High School,12:00pm - 1:00pm,11/18/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,5,W,W,M,0,P,A16817795BZD,2024-2025,2Q,2
Shermer High School,8:00am - 9:00am,05/06/2024,Minor Violation (5 times in the same quarter),Tardiness,,Cafeteria,105,H,"W,H",M,11,F,A12046745BZD,2023-2024,4Q,1
Hill Valley High School,2:00pm -3:00pm,11/18/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Media Center,5,W,W,M,0,P,A16732493BZD,2024-2025,2Q,1
Rydell High School,8:00am - 9:00am,08/26/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35,W,W,M,-1,P,A16747199BZD,2024-2025,1Q,1
Rydell High School,8:00am - 9:00am,08/27/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35,W,W,M,-1,P,A16747199BZD,2024-2025,1Q,2
Rydell High School,8:00am - 9:00am,08/30/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35,W,W,M,-1,P,A16747199BZD,2024-2025,1Q,3
Rydell High School,9:00am - 10:00am,09/03/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35,W,W,M,-1,P,A16747199BZD,2024-2025,1Q,4
Rydell High School,9:00am - 10:00am,09/04/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35,W,W,M,-1,P,A16747199BZD,2024-2025,1Q,5
Rydell High School,9:00am - 10:00am,09/09/2024,Major Violation,,Exceeded minor maximum count,Classroom,35,W,W,M,-1,P,A16747199BZD,2024-2025,1Q,5
Springfield Elementary,1:00pm - 2:00pm,04/24/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,17,W,"W,H",M,0,F,A15857066BZD,2023-2024,4Q,1
Bayside,12:00pm - 1:00pm,09/23/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15,W,"B,I,W",F,4,F,A15034922BZD,2024-2025,1Q,1
Rydell High School,11:00am - 12:00pm,12/10/2024,Minor Violation (5 times in the same quarter),Other,,Playground,35,W,W,M,0,R,A16360118BZD,2024-2025,2Q,1
Rydell High School,12:00pm - 1:00pm,12/11/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35,W,W,F,1,P,A15995096BZD,2024-2025,2Q,1
Rydell High School,12:00pm - 1:00pm,02/07/2025,Minor Violation (5 times in the same quarter),Other,,Playground,35,W,W,F,1,P,A15995096BZD,2024-2025,3Q,1
Springfield Elementary,9:00am - 10:00am,10/23/2024,Minor Violation (5 times in the same quarter),Other,,Playground,17,W,W,M,0,R,A16334411BZD,2024-2025,2Q,1
Springfield Elementary,1:00pm - 2:00pm,11/18/2024,Minor Violation (5 times in the same quarter),Other,,Playground,17,W,W,M,0,R,A16334411BZD,2024-2025,2Q,2
Bayside,12:00pm - 1:00pm,10/30/2024,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15,W,W,M,4,F,A14900798BZD,2024-2025,2Q,1
Hill Valley High School,1:00pm - 2:00pm,09/17/2024,Major Violation,,Fighting,Playground,5,W,W,M,3,F,A15467435BZD,2024-2025,1Q,0
Hill Valley High School,1:00pm - 2:00pm,11/19/2024,Major Violation,,Continued Misconduct,Hallway,5,W,W,M,2,P,A15850778BZD,2024-2025,2Q,0
Hill Valley High School,1:00pm - 2:00pm,12/19/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,5,W,W,M,2,P,A15850778BZD,2024-2025,2Q,1
Springfield Elementary,2:00pm -3:00pm,12/02/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,17,B,"B,W",F,1,F,A14889647BZD,2024-2025,2Q,1
Shermer High School,2:00pm -3:00pm,03/18/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,7,F,A13607390BZD,2023-2024,4Q,1
Shermer High School,10:00am-11:00am,04/12/2024,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,105,W,W,M,7,F,A13607390BZD,2023-2024,4Q,2
Shermer High School,1:00pm - 2:00pm,04/12/2024,Minor Violation (5 times in the same quarter),Preparedness,,Classroom,105,W,W,M,7,F,A13607390BZD,2023-2024,4Q,3
Shermer High School,8:00am - 9:00am,04/17/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,7,F,A13607390BZD,2023-2024,4Q,4
Shermer High School,1:00pm - 2:00pm,05/14/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,7,F,A13607390BZD,2023-2024,4Q,5
Shermer High School,9:00am - 10:00am,09/16/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,105,W,W,M,8,F,A13607390BZD,2024-2025,1Q,1
Shermer High School,1:00pm - 2:00pm,09/16/2024,Minor Violation (5 times in the same quarter),Insubordination,,Gym,105,W,W,M,8,F,A13607390BZD,2024-2025,1Q,2
Shermer High School,12:00pm - 1:00pm,11/18/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,105,W,W,M,8,F,A13607390BZD,2024-2025,2Q,1
Shermer High School,9:00am - 10:00am,12/05/2024,Major Violation,,Criminal use or modification of technology,Classroom,105,W,W,M,8,F,A13607390BZD,2024-2025,2Q,1
Bayside,2:00pm -3:00pm,01/08/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Gym,15,W,W,F,3,F,A15737516BZD,2024-2025,3Q,1
Shermer High School,2:00pm -3:00pm,11/13/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Lobby/Commons,105,W,W,F,7,F,A14064242BZD,2024-2025,2Q,1
Shermer High School,1:00pm - 2:00pm,11/11/2024,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,Classroom,105,W,W,F,7,F,A14064242BZD,2024-2025,2Q,2
Shermer High School,2:00pm -3:00pm,11/13/2024,Major Violation,,Continued Misconduct,Media Center,105,W,W,F,7,F,A14064242BZD,2024-2025,2Q,1
Shermer High School,2:00pm -3:00pm,11/13/2024,Minor Violation (5 times in the same quarter),Insubordination,,Hallway,105,W,W,F,7,F,A14064242BZD,2024-2025,2Q,2
Shermer High School,11:00am - 12:00pm,01/09/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,Gym,105,W,W,F,7,F,A14064242BZD,2024-2025,3Q,1
Shermer High School,11:00am - 12:00pm,01/17/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,Gym,105,W,W,F,7,F,A14064242BZD,2024-2025,3Q,2
Shermer High School,9:00am - 10:00am,01/28/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105,W,W,F,7,F,A14064242BZD,2024-2025,3Q,3
Shermer High School,2:00pm -3:00pm,02/05/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,105,W,W,F,7,F,A14064242BZD,2024-2025,3Q,4
Shermer High School,11:00am - 12:00pm,09/18/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105,W,W,M,9,F,A13065230BZD,2024-2025,1Q,1
Shermer High School,1:00pm - 2:00pm,11/19/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,9,F,A13065230BZD,2024-2025,2Q,1
Springfield Elementary,1:00pm - 2:00pm,05/17/2024,Minor Violation (5 times in the same quarter),Disruption,,Assembly/Special Event/Field Trip,17,W,W,M,0,R,A15857069BZD,2023-2024,4Q,1
Bayside,After School,10/01/2024,Major Violation,,Continued Misconduct,Bus,15,W,W,F,4,F,A15244859BZD,2024-2025,1Q,0
Bayside,12:00pm - 1:00pm,10/03/2024,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15,W,W,F,4,F,A15244859BZD,2024-2025,1Q,1
Bayside,1:00pm - 2:00pm,10/29/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,F,4,F,A15244859BZD,2024-2025,2Q,1
Bayside,12:00pm - 1:00pm,11/06/2024,Minor Violation (5 times in the same quarter),Disruption,,Music Room,15,W,W,F,4,F,A15244859BZD,2024-2025,2Q,2
Bayside,After School,11/12/2024,Major Violation,,Continued Misconduct,Bus,15,W,W,F,4,F,A15244859BZD,2024-2025,2Q,2
Bayside,8:00am - 9:00am,12/10/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,15,W,W,F,4,F,A15244859BZD,2024-2025,2Q,3
Bayside,11:00am - 12:00pm,12/10/2024,Major Violation,,Exceeded minor maximum count,Classroom,15,W,W,F,4,F,A15244859BZD,2024-2025,2Q,3
Bayside,10:00am-11:00am,02/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,F,4,F,A15244859BZD,2024-2025,3Q,1
Bayside,9:00am - 10:00am,09/12/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,15,W,W,F,4,P,A16568006BZD,2024-2025,1Q,1
Bayside,12:00pm - 1:00pm,10/24/2024,Minor Violation (5 times in the same quarter),Other,,Cafeteria,15,W,W,F,4,P,A16568006BZD,2024-2025,2Q,1
Bayside,12:00pm - 1:00pm,01/28/2025,Minor Violation (5 times in the same quarter),Other,,Cafeteria,15,W,W,F,4,P,A16568006BZD,2024-2025,3Q,1
Bayside,12:00pm - 1:00pm,09/12/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,F,3,F,A15598055BZD,2024-2025,1Q,1
Bayside,9:00am - 10:00am,09/24/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,F,3,F,A15598055BZD,2024-2025,1Q,2
Shermer High School,8:00am - 9:00am,03/19/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105,W,W,M,5,F,A13746065BZD,2023-2024,4Q,1
Shermer High School,12:00pm - 1:00pm,04/29/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,105,W,W,M,5,F,A13746065BZD,2023-2024,4Q,2
Bayside,1:00pm - 2:00pm,09/10/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,15,W,W,F,2,F,A15470483BZD,2024-2025,1Q,1
Bayside,2:00pm -3:00pm,09/16/2024,Minor Violation (5 times in the same quarter),Disruption,,Bus Area/Loading Area,15,W,W,F,2,F,A15470483BZD,2024-2025,1Q,2
Bayside,11:00am - 12:00pm,09/17/2024,Minor Violation (5 times in the same quarter),Disruption,,Hallway,15,W,W,F,2,F,A15470483BZD,2024-2025,1Q,3
Bayside,2:00pm -3:00pm,09/18/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,F,2,F,A15470483BZD,2024-2025,1Q,4
Bayside,8:00am - 9:00am,10/02/2024,Major Violation,,Threats,Gym,15,W,W,M,3,F,A15144395BZD,2024-2025,1Q,0
Springfield Elementary,12:00pm - 1:00pm,12/12/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Media Center,17,W,W,F,0,P,A16709360BZD,2024-2025,2Q,1
Springfield Elementary,12:00pm - 1:00pm,04/08/2024,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,17,W,W,M,0,P,A15877121BZD,2023-2024,4Q,1
Springfield Elementary,12:00pm - 1:00pm,04/12/2024,Minor Violation (5 times in the same quarter),Insubordination,,Music Room,17,W,W,M,0,P,A15877121BZD,2023-2024,4Q,2
Springfield Elementary,2:00pm -3:00pm,04/15/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,17,W,W,M,0,P,A15877121BZD,2023-2024,4Q,3
Springfield Elementary,1:00pm - 2:00pm,04/16/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,17,W,W,M,0,P,A15877121BZD,2023-2024,4Q,4
Springfield Elementary,9:00am - 10:00am,04/19/2024,Minor Violation (5 times in the same quarter),Other,,Bathroom,17,W,W,M,0,P,A15877121BZD,2023-2024,4Q,5
Springfield Elementary,1:00pm - 2:00pm,05/17/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Assembly/Special Event/Field Trip,17,W,W,M,0,P,A15877121BZD,2023-2024,4Q,6
Hill Valley High School,8:00am - 9:00am,09/12/2024,Major Violation,,Continued Misconduct,Classroom,5,W,W,M,1,P,A16327580BZD,2024-2025,1Q,0
Bayside,2:00pm -3:00pm,02/06/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,F,4,F,A15142514BZD,2024-2025,3Q,1
Hill Valley High School,11:00am - 12:00pm,09/24/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,5,W,W,F,2,P,A15850796BZD,2024-2025,1Q,1
Hill Valley High School,11:00am - 12:00pm,09/20/2024,Major Violation,,Assault,Cafeteria,5,W,W,M,3,F,A15467438BZD,2024-2025,1Q,0
Hill Valley High School,1:00pm - 2:00pm,09/17/2024,Major Violation,,Fighting,Playground,5,W,W,M,3,F,A15467438BZD,2024-2025,1Q,0
Hill Valley High School,9:00am - 10:00am,09/18/2024,Major Violation,,Harassment,Classroom,5,W,W,M,3,F,A15467438BZD,2024-2025,1Q,0
Bayside,10:00am-11:00am,08/20/2024,Major Violation,,Fighting,Classroom,15,W,W,M,3,F,A15465983BZD,2024-2025,1Q,0
Springfield Elementary,11:00am - 12:00pm,04/12/2024,Minor Violation (5 times in the same quarter),Other,,Lobby/Commons,17,W,W,M,0,F,A16298198BZD,2023-2024,4Q,1
Springfield Elementary,2:00pm -3:00pm,10/02/2024,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,Classroom,17,W,W,M,0,F,A16709366BZD,2024-2025,1Q,1
Springfield Elementary,1:00pm - 2:00pm,12/02/2024,Minor Violation (5 times in the same quarter),Other,,Media Center,17,W,W,M,0,F,A16709366BZD,2024-2025,2Q,2
Springfield Elementary,1:00pm - 2:00pm,12/09/2024,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,Classroom,17,W,W,M,0,F,A16709366BZD,2024-2025,2Q,3
Bayside,10:00am-11:00am,12/05/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,M,2,P,A15849683BZD,2024-2025,2Q,1
Bayside,11:00am - 12:00pm,08/06/2024,Minor Violation (5 times in the same quarter),Other,,Hallway,15,W,W,M,4,F,A14843549BZD,2024-2025,1Q,1
Bayside,10:00am-11:00am,08/09/2024,Major Violation,,Continued Misconduct,Hallway,15,W,W,M,4,F,A14843549BZD,2024-2025,1Q,1
Bayside,2:00pm -3:00pm,10/03/2024,Minor Violation (5 times in the same quarter),Other,,Hallway,15,W,W,M,3,F,A15531776BZD,2024-2025,1Q,1
Springfield Elementary,12:00pm - 1:00pm,10/02/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,17,W,W,F,0,P,A15414194BZD,2024-2025,1Q,1
Springfield Elementary,11:00am - 12:00pm,04/25/2024,Minor Violation (5 times in the same quarter),Other,,Lobby/Commons,17,W,W,M,0,F,A15230375BZD,2023-2024,4Q,1
Springfield Elementary,1:00pm - 2:00pm,04/30/2024,Major Violation,,Continued Misconduct,Classroom,17,W,W,M,0,F,A15230375BZD,2023-2024,4Q,0
Rydell High School,11:00am - 12:00pm,11/04/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Playground,35,W,W,M,1,F,A15932738BZD,2024-2025,2Q,1
Rydell High School,8:00am - 9:00am,11/15/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,35,W,W,M,1,F,A15932738BZD,2024-2025,2Q,2
Rydell High School,8:00am - 9:00am,11/18/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,35,W,W,M,1,F,A15932738BZD,2024-2025,2Q,3
Bayside,12:00pm - 1:00pm,11/25/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,15,W,W,M,3,P,A15144410BZD,2024-2025,2Q,1
Bayside,8:00am - 9:00am,02/05/2025,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,15,W,W,F,4,R,A14843558BZD,2024-2025,3Q,1
Shermer High School,11:00am - 12:00pm,12/04/2024,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,105,W,W,M,10,F,A14899361BZD,2024-2025,2Q,1
Shermer High School,11:00am - 12:00pm,01/16/2025,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,10,F,A14899361BZD,2024-2025,3Q,1
Shermer High School,11:00am - 12:00pm,01/29/2025,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,Classroom,105,W,W,M,10,F,A14899361BZD,2024-2025,3Q,2
Hill Valley High School,11:00am - 12:00pm,12/13/2024,Major Violation,,Assault,Hallway,5,W,W,M,1,F,A15856592BZD,2024-2025,2Q,0
Hill Valley High School,2:00pm -3:00pm,01/24/2025,Major Violation,,Continued Misconduct,Classroom,5,W,W,M,0,F,A15843587BZD,2024-2025,3Q,0
Hill Valley High School,2:00pm -3:00pm,08/27/2024,Major Violation,,Assault,Playground,5,W,W,F,1,P,A15849629BZD,2024-2025,1Q,0
Shermer High School,12:00pm - 1:00pm,03/06/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105,W,W,M,11,P,A12440204BZD,2023-2024,4Q,1
Shermer High School,12:00pm - 1:00pm,03/06/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,105,W,W,M,11,P,A12440204BZD,2023-2024,4Q,2
Shermer High School,12:00pm - 1:00pm,03/06/2024,Major Violation,,Continued Misconduct,Classroom,105,W,W,M,11,P,A12440204BZD,2023-2024,4Q,2
Shermer High School,1:00pm - 2:00pm,04/05/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Gym,105,W,W,M,11,P,A12440204BZD,2023-2024,4Q,3
Bayside,10:00am-11:00am,09/04/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,F,2,P,A15849581BZD,2024-2025,1Q,1
Bayside,11:00am - 12:00pm,09/12/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,F,2,P,A15849581BZD,2024-2025,1Q,2
Bayside,2:00pm -3:00pm,10/25/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,F,2,P,A15849581BZD,2024-2025,2Q,1
Bayside,12:00pm - 1:00pm,11/20/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,F,2,P,A15849581BZD,2024-2025,2Q,2
Shermer High School,12:00pm - 1:00pm,03/04/2024,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,105,W,W,M,10,P,A12375296BZD,2023-2024,4Q,1
Shermer High School,8:00am - 9:00am,03/06/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,105,W,W,M,10,P,A12375296BZD,2023-2024,4Q,2
Shermer High School,10:00am-11:00am,03/18/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,105,W,W,M,10,P,A12375296BZD,2023-2024,4Q,3
Springfield Elementary,11:00am - 12:00pm,04/05/2024,Minor Violation (5 times in the same quarter),Other,,Hallway,17,W,W,F,0,P,A14435471BZD,2023-2024,4Q,1
Springfield Elementary,11:00am - 12:00pm,04/10/2024,Major Violation,,Fighting,Lobby/Commons,17,W,W,F,0,P,A14435471BZD,2023-2024,4Q,1
Springfield Elementary,1:00pm - 2:00pm,04/11/2024,Major Violation,,Fighting,Classroom,17,W,W,F,0,P,A14435471BZD,2023-2024,4Q,1
Springfield Elementary,10:00am-11:00am,04/11/2024,Major Violation,,Continued Misconduct,Classroom,17,W,W,F,0,P,A14435471BZD,2023-2024,4Q,1
Springfield Elementary,8:00am - 9:00am,04/16/2024,Major Violation,,Continued Misconduct,Classroom,17,W,W,F,0,P,A14435471BZD,2023-2024,4Q,1
Springfield Elementary,10:00am-11:00am,04/17/2024,Major Violation,,Continued Misconduct,Classroom,17,W,W,F,0,P,A14435471BZD,2023-2024,4Q,1
Springfield Elementary,12:00pm - 1:00pm,04/19/2024,Major Violation,,Continued Misconduct,Bathroom,17,W,W,F,0,P,A14435471BZD,2023-2024,4Q,1
Bayside,9:00am - 10:00am,08/21/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,F,4,P,A15142526BZD,2024-2025,1Q,1
Bayside,9:00am - 10:00am,09/16/2024,Minor Violation (5 times in the same quarter),Other,,Playground,15,W,W,F,4,F,A15142526BZD,2024-2025,1Q,2
Bayside,After School,10/02/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,15,W,W,F,4,F,A15142526BZD,2024-2025,1Q,3
Bayside,12:00pm - 1:00pm,10/24/2024,Minor Violation (5 times in the same quarter),Other,,Cafeteria,15,W,W,F,4,P,A15142526BZD,2024-2025,2Q,1
Bayside,12:00pm - 1:00pm,10/23/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15,W,W,F,4,P,A15142526BZD,2024-2025,2Q,2
Bayside,8:00am - 9:00am,10/25/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Lobby/Commons,15,W,W,F,4,P,A15142526BZD,2024-2025,2Q,3
Bayside,11:00am - 12:00pm,10/25/2024,Major Violation,,"Continued Misconduct,Exceeded minor maximum count",Cafeteria,15,W,W,F,4,P,A15142526BZD,2024-2025,2Q,3
Bayside,8:00am - 9:00am,11/01/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,F,4,P,A15142526BZD,2024-2025,2Q,4
Bayside,9:00am - 10:00am,11/13/2024,Major Violation,,"Harassment,Bullying",Classroom,15,W,W,F,4,P,A15142526BZD,2024-2025,2Q,4
Bayside,Before School,11/12/2024,Major Violation,,Continued Misconduct,Lobby/Commons,15,W,W,F,4,P,A15142526BZD,2024-2025,2Q,4
Bayside,10:00am-11:00am,11/25/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,15,W,W,F,4,P,A15142526BZD,2024-2025,2Q,5
Bayside,10:00am-11:00am,12/10/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Playground,15,W,W,F,4,P,A15142526BZD,2024-2025,2Q,6
Bayside,8:00am - 9:00am,01/30/2025,Major Violation,,Fighting,Hallway,15,W,W,F,4,P,A15142526BZD,2024-2025,3Q,0
Shermer High School,1:00pm - 2:00pm,04/05/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Gym,105,H,"W,H",M,10,F,A12375329BZD,2023-2024,4Q,1
Shermer High School,12:00pm - 1:00pm,04/23/2024,Minor Violation (5 times in the same quarter),Insubordination,,Hallway,105,H,"W,H",M,10,F,A12375329BZD,2023-2024,4Q,2
Bayside,9:00am - 10:00am,09/19/2024,Minor Violation (5 times in the same quarter),Other,,Bus,15,H,"W,H",M,3,F,A16160957BZD,2024-2025,1Q,1
Bayside,10:00am-11:00am,09/20/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,H,"W,H",M,3,F,A16160957BZD,2024-2025,1Q,2
Bayside,10:00am-11:00am,09/25/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,H,"W,H",M,3,F,A16160957BZD,2024-2025,1Q,3
Bayside,1:00pm - 2:00pm,09/11/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Playground,15,W,W,F,2,F,A15492620BZD,2024-2025,1Q,1
Bayside,9:00am - 10:00am,09/03/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,F,2,F,A15492620BZD,2024-2025,1Q,2
Bayside,9:00am - 10:00am,09/25/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,F,2,P,A15492620BZD,2024-2025,1Q,3
Bayside,2:00pm -3:00pm,09/25/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,F,2,P,A15492620BZD,2024-2025,1Q,4
Bayside,2:00pm -3:00pm,10/22/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,F,2,P,A15492620BZD,2024-2025,2Q,1
Bayside,12:00pm - 1:00pm,10/30/2024,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15,W,W,M,4,P,A15553787BZD,2024-2025,2Q,1
Bayside,11:00am - 12:00pm,11/14/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,M,4,P,A15553787BZD,2024-2025,2Q,2
Bayside,2:00pm -3:00pm,12/06/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,M,4,P,A15553787BZD,2024-2025,2Q,3
Bayside,10:00am-11:00am,12/09/2024,Major Violation,,Exceeded minor maximum count,Classroom,15,W,W,M,4,P,A15553787BZD,2024-2025,2Q,3
Bayside,11:00am - 12:00pm,01/27/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,15,W,W,M,4,P,A15553787BZD,2024-2025,3Q,1
Springfield Elementary,8:00am - 9:00am,03/22/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,17,W,W,F,1,F,A15959621BZD,2023-2024,4Q,1
Springfield Elementary,1:00pm - 2:00pm,03/26/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,17,W,W,F,1,F,A15959621BZD,2023-2024,4Q,2
Springfield Elementary,11:00am - 12:00pm,04/22/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Lobby/Commons,17,W,W,F,1,F,A15959621BZD,2023-2024,4Q,3
Springfield Elementary,12:00pm - 1:00pm,05/02/2024,Major Violation,,Continued Misconduct,Cafeteria,17,W,W,F,1,F,A15959621BZD,2023-2024,4Q,2
Springfield Elementary,1:00pm - 2:00pm,05/02/2024,Major Violation,,Continued Misconduct,Classroom,17,W,W,F,1,F,A15959621BZD,2023-2024,4Q,2
Springfield Elementary,11:00am - 12:00pm,05/06/2024,Minor Violation (5 times in the same quarter),Other,,Lobby/Commons,17,W,W,F,1,F,A15959621BZD,2023-2024,4Q,3
Hill Valley High School,9:00am - 10:00am,10/24/2024,Major Violation,,Continued Misconduct,Classroom,5,W,W,F,2,R,A15959621BZD,2024-2025,2Q,0
Hill Valley High School,8:00am - 9:00am,10/23/2024,Major Violation,,Continued Misconduct,Classroom,5,W,W,F,2,R,A15959621BZD,2024-2025,2Q,0
Hill Valley High School,12:00pm - 1:00pm,09/18/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,5,W,W,F,2,R,A15959621BZD,2024-2025,2Q,1
Hill Valley High School,12:00pm - 1:00pm,10/28/2024,Major Violation,,Continued Misconduct,Classroom,5,W,W,F,2,R,A15959621BZD,2024-2025,2Q,1
Hill Valley High School,9:00am - 10:00am,11/06/2024,Major Violation,,Continued Misconduct,Classroom,5,W,W,F,2,R,A15959621BZD,2024-2025,2Q,1
Hill Valley High School,2:00pm -3:00pm,11/08/2024,Major Violation,,Continued Misconduct,Office/Guidance Office,5,W,W,F,2,R,A15959621BZD,2024-2025,2Q,1
