Please select your school,Time of the Day the behavior occurred?,Date of Incident,Is the referral for a minor or a major violation?,Select the Classroom Managed Behavior (Do not include student names in text boxes) - Selected Choice,Select the Major Referral,Ethnicity,Gender,Grade_Level,LunchStatus,Student_Number
Bayside,2:00pm -3:00pm,03/04/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,F,A15617582BZD
Shermer High School,11:00am - 12:00pm,02/28/2025,Major Violation,,Bullying,W,M,6,F,A14189777BZD
Shermer High School,11:00am - 12:00pm,03/05/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,9,F,A13115837BZD
Shermer High School,12:00pm - 1:00pm,03/05/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,6,P,A14526035BZD
Shermer High School,9:00am - 10:00am,03/06/2025,Major Violation,,"Continued Misconduct,Exceeded minor maximum count",W,M,8,F,A13607390BZD
Shermer High School,9:00am - 10:00am,03/06/2025,Major Violation,,"Continued Misconduct,Exceeded minor maximum count",H,M,8,P,A14376068BZD
Shermer High School,9:00am - 10:00am,03/06/2025,Major Violation,,"Continued Misconduct,Exceeded minor maximum count",W,M,8,F,A15825080BZD
Shermer High School,9:00am - 10:00am,03/06/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,8,F,A15825080BZD
Shermer High School,9:00am - 10:00am,03/06/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,H,M,8,P,A14376068BZD
Bayside,10:00am-11:00am,03/06/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,2,F,A15470480BZD
Bayside,11:00am - 12:00pm,03/06/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,2,F,A15470480BZD
Bayside,11:00am - 12:00pm,03/06/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,2,P,A15849581BZD
Bayside,9:00am - 10:00am,03/06/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,P,A15849920BZD
Bayside,9:00am - 10:00am,03/06/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,P,A15849578BZD
Springfield Elementary,12:00pm - 1:00pm,03/04/2025,Major Violation,,Assault,W,M,0,F,A16741181BZD
Springfield Elementary,9:00am - 10:00am,02/27/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,F,A16214498BZD
Springfield Elementary,1:00pm - 2:00pm,02/27/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,0,P,A16709360BZD
Springfield Elementary,9:00am - 10:00am,02/27/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,F,A16125584BZD
Springfield Elementary,12:00pm - 1:00pm,02/18/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,F,A16413929BZD
Bayside,10:00am-11:00am,03/07/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,P,A15553787BZD
Bayside,10:00am-11:00am,03/07/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,F,A14843582BZD
Shermer High School,11:00am - 12:00pm,03/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,9,F,A13364417BZD
Shermer High School,11:00am - 12:00pm,03/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,9,F,A13631612BZD
Bayside,9:00am - 10:00am,03/03/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,W,F,4,F,A15244859BZD
Bayside,9:00am - 10:00am,02/26/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,F,A13369361BZD
Bayside,9:00am - 10:00am,03/03/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,P,A14638415BZD
Bayside,2:00pm -3:00pm,03/07/2025,Minor Violation (5 times in the same quarter),Other,,W,F,4,F,A14911667BZD
Bayside,10:00am-11:00am,03/10/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,4,F,A14850692BZD
Bayside,12:00pm - 1:00pm,03/10/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,F,A15142544BZD
Rydell High School,9:00am - 10:00am,03/10/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,F,1,P,A15125486BZD
Rydell High School,1:00pm - 2:00pm,03/06/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,P,A15993329BZD
Shermer High School,12:00pm - 1:00pm,03/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,8,F,A13607390BZD
Shermer High School,9:00am - 10:00am,03/07/2025,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,W,M,9,F,A13582496BZD
Bayside,8:00am - 9:00am,03/11/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,2,P,A14377289BZD
Springfield Elementary,12:00pm - 1:00pm,03/07/2025,Major Violation,,Continued Misconduct,W,M,0,F,A16454948BZD
Bayside,12:00pm - 1:00pm,03/11/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,3,P,A15277364BZD
Shermer High School,2:00pm -3:00pm,03/11/2025,Major Violation,,Continued Misconduct,W,M,11,F,A15249146BZD
Bayside,12:00pm - 1:00pm,03/11/2025,Major Violation,,Assault,W,F,4,P,A15142052BZD
Bayside,9:00am - 10:00am,03/12/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,F,A15659372BZD
Bayside,9:00am - 10:00am,03/12/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,F,A15470471BZD
Bayside,9:00am - 10:00am,03/12/2025,Major Violation,,Exceeded minor maximum count,W,M,3,P,A15277364BZD
Bayside,1:00pm - 2:00pm,03/12/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,P,A14377289BZD
Bayside,12:00pm - 1:00pm,03/13/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,P,A14638415BZD
Springfield Elementary,11:00am - 12:00pm,03/07/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,1,P,A14435471BZD
Springfield Elementary,11:00am - 12:00pm,03/07/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,0,F,A16214498BZD
Springfield Elementary,10:00am-11:00am,03/07/2025,Major Violation,,Continued Misconduct,W,M,1,P,A15857090BZD
Springfield Elementary,1:00pm - 2:00pm,03/07/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,F,1,F,A16344878BZD
Springfield Elementary,1:00pm - 2:00pm,03/07/2025,Major Violation,,Fighting,W,M,0,P,A15837980BZD
Bayside,1:00pm - 2:00pm,03/13/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,W,F,4,F,A14609051BZD
Shermer High School,2:00pm -3:00pm,03/13/2025,Minor Violation (5 times in the same quarter),Other,,W,M,9,F,A13631612BZD
Shermer High School,2:00pm -3:00pm,03/13/2025,Minor Violation (5 times in the same quarter),Other,,W,F,10,F,A13026347BZD
Shermer High School,8:00am - 9:00am,03/13/2025,Minor Violation (5 times in the same quarter),Other,,W,M,9,F,A13631612BZD
Shermer High School,8:00am - 9:00am,03/13/2025,Minor Violation (5 times in the same quarter),Other,,W,F,10,F,A13026347BZD
Bayside,12:00pm - 1:00pm,01/23/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,P,A15849683BZD
Bayside,12:00pm - 1:00pm,01/27/2025,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,W,M,2,P,A15849857BZD
Shermer High School,1:00pm - 2:00pm,03/14/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,B,M,9,F,A13618430BZD
Bayside,2:00pm -3:00pm,03/24/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,F,A15617582BZD
Bayside,12:00pm - 1:00pm,03/24/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,4,F,A15142076BZD
Springfield Elementary,9:00am - 10:00am,03/11/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,F,A15455072BZD
Springfield Elementary,11:00am - 12:00pm,03/11/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,0,F,A16709399BZD
Springfield Elementary,9:00am - 10:00am,03/11/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,F,A16030904BZD
Springfield Elementary,1:00pm - 2:00pm,03/12/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,0,P,A16709444BZD
Bayside,8:00am - 9:00am,03/14/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,3,F,A14873558BZD
Bayside,10:00am-11:00am,03/25/2025,Minor Violation (5 times in the same quarter),Other,,W,M,3,F,A15465575BZD
Bayside,10:00am-11:00am,03/25/2025,Minor Violation (5 times in the same quarter),Other,,W,M,3,F,A15465983BZD
Shermer High School,Before School,03/25/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,B,F,11,F,A12418922BZD
Shermer High School,11:00am - 12:00pm,03/25/2025,Major Violation,,Threats,W,F,7,F,A14064242BZD
Shermer High School,Before School,03/25/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,8,F,A15825080BZD
Shermer High School,Before School,03/25/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,B,M,7,F,A13732628BZD
Shermer High School,Before School,03/25/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,10,F,A13026347BZD
Shermer High School,Before School,03/25/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,8,F,A13574264BZD
Shermer High School,11:00am - 12:00pm,03/25/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,F,8,F,A13378412BZD
Springfield Elementary,1:00pm - 2:00pm,12/12/2024,Minor Violation (5 times in the same quarter),Other,,W,M,0,R,A16334411BZD
Springfield Elementary,2:00pm -3:00pm,03/24/2025,Major Violation,,"Continued Misconduct,Harassment",W,M,0,F,A15455072BZD
Bayside,8:00am - 9:00am,03/26/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,4,P,A14011100BZD
Shermer High School,9:00am - 10:00am,03/26/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,5,F,A14576444BZD
Hill Valley High School,12:00pm - 1:00pm,03/24/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,0,P,A16817774BZD
Hill Valley High School,1:00pm - 2:00pm,03/10/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,2,P,A15850916BZD
Bayside,10:00am-11:00am,03/25/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,4,P,A14011100BZD
Bayside,10:00am-11:00am,03/25/2025,Minor Violation (5 times in the same quarter),Other,,W,M,9,P,A13333709BZD
Bayside,10:00am-11:00am,03/25/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,F,A15119036BZD
Shermer High School,11:00am - 12:00pm,03/26/2025,Minor Violation (5 times in the same quarter),Insubordination,,W,M,9,F,A13368554BZD
Shermer High School,11:00am - 12:00pm,03/26/2025,Minor Violation (5 times in the same quarter),Insubordination,,W,M,9,F,A13582496BZD
Shermer High School,11:00am - 12:00pm,03/25/2025,Major Violation,,Continued Misconduct,B,M,9,F,A13618430BZD
Shermer High School,12:00pm - 1:00pm,03/26/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,5,F,A14576444BZD
Hill Valley High School,11:00am - 12:00pm,03/05/2025,Major Violation,,Assault,W,M,2,P,A15850916BZD
Rydell High School,1:00pm - 2:00pm,03/26/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,3,P,A15144209BZD
Bayside,11:00am - 12:00pm,03/25/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,3,P,A15277364BZD
Rydell High School,8:00am - 9:00am,03/26/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,1,F,A15932738BZD
Bayside,11:00am - 12:00pm,03/25/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,F,A15617582BZD
Springfield Elementary,8:00am - 9:00am,03/24/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,0,P,A16709444BZD
Hill Valley High School,10:00am-11:00am,03/04/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,2,R,A15469958BZD
Hill Valley High School,10:00am-11:00am,03/04/2025,Major Violation,,Continued Misconduct,W,M,2,P,A15850778BZD
Hill Valley High School,10:00am-11:00am,03/14/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,F,A16789574BZD
Hill Valley High School,10:00am-11:00am,03/14/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,F,A15686213BZD
Hill Valley High School,10:00am-11:00am,03/14/2025,Minor Violation (5 times in the same quarter),Other,,A,F,2,F,A15993260BZD
Hill Valley High School,10:00am-11:00am,03/03/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,0,F,A16327700BZD
Hill Valley High School,After School,03/06/2025,Major Violation,,Continued Misconduct,W,M,1,P,A16504325BZD
Hill Valley High School,1:00pm - 2:00pm,03/06/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,2,R,A15959621BZD
Hill Valley High School,10:00am-11:00am,03/06/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,2,F,A15849923BZD
Hill Valley High School,11:00am - 12:00pm,03/05/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,F,A15553781BZD
Hill Valley High School,11:00am - 12:00pm,03/11/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,0,P,A15837974BZD
Bayside,12:00pm - 1:00pm,03/25/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,4,P,A14011100BZD
Bayside,12:00pm - 1:00pm,03/27/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,2,F,A15772604BZD
Hill Valley High School,11:00am - 12:00pm,03/06/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,W,F,4,F,A14785055BZD
Hill Valley High School,9:00am - 10:00am,03/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,2,F,A15757781BZD
Bayside,Before School,03/27/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,2,F,A16417805BZD
Bayside,Before School,03/27/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,2,F,A15470498BZD
Rydell High School,10:00am-11:00am,03/26/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,P,A15993329BZD
Shermer High School,11:00am - 12:00pm,03/28/2025,Minor Violation (5 times in the same quarter),Other,,W,M,8,F,A15825080BZD
Hill Valley High School,9:00am - 10:00am,03/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,2,P,A15771266BZD
Hill Valley High School,9:00am - 10:00am,03/14/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,2,P,A15771266BZD
Hill Valley High School,2:00pm -3:00pm,03/03/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,P,A15771266BZD
Hill Valley High School,10:00am-11:00am,02/04/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,F,A16276976BZD
Hill Valley High School,2:00pm -3:00pm,03/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,0,R,A16298594BZD
Hill Valley High School,2:00pm -3:00pm,03/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,0,F,A16327718BZD
Hill Valley High School,10:00am-11:00am,03/25/2025,Major Violation,,Fighting,W,M,0,F,A16276976BZD
Bayside,2:00pm -3:00pm,03/28/2025,Minor Violation (5 times in the same quarter),Disruption,,B,M,4,P,A15141923BZD
Hill Valley High School,1:00pm - 2:00pm,03/25/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,2,P,A16907555BZD
Shermer High School,10:00am-11:00am,03/31/2025,Major Violation,,Continued Misconduct,W,M,6,P,A15026240BZD
Bayside,10:00am-11:00am,03/31/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,4,P,A14011100BZD
Shermer High School,8:00am - 9:00am,03/31/2025,Minor Violation (5 times in the same quarter),Tardiness,,W,M,9,F,A13364417BZD
Shermer High School,12:00pm - 1:00pm,03/31/2025,Minor Violation (5 times in the same quarter),Insubordination,,W,M,9,P,A16172189BZD
Rydell High School,11:00am - 12:00pm,03/31/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,F,4,P,A15142034BZD
Rydell High School,11:00am - 12:00pm,03/31/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,4,P,A14840360BZD
Bayside,11:00am - 12:00pm,03/31/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,F,2,F,A15849686BZD
Shermer High School,After School,03/31/2025,Minor Violation (5 times in the same quarter),Other,,W,F,8,F,A13574264BZD
Bayside,9:00am - 10:00am,04/01/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,4,F,A14850692BZD
Bayside,2:00pm -3:00pm,03/31/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,F,A14850692BZD
Bayside,10:00am-11:00am,04/01/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,2,P,A15717014BZD
Bayside,10:00am-11:00am,04/01/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,2,F,A15470480BZD
Bayside,10:00am-11:00am,04/01/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,F,A15659372BZD
Bayside,10:00am-11:00am,04/01/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,F,A15470471BZD
Bayside,10:00am-11:00am,04/01/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,2,F,A15635495BZD
Shermer High School,11:00am - 12:00pm,04/01/2025,Minor Violation (5 times in the same quarter),Other,,B,M,7,F,A13732628BZD
Hill Valley High School,11:00am - 12:00pm,03/28/2025,Major Violation,,Fighting,W,M,3,F,A14523605BZD
Shermer High School,1:00pm - 2:00pm,04/01/2025,Major Violation,,Continued Misconduct,W,M,7,F,A13631453BZD
Shermer High School,12:00pm - 1:00pm,04/01/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,7,F,A13861622BZD
Hill Valley High School,11:00am - 12:00pm,03/27/2025,Major Violation,,Continued Misconduct,W,M,3,F,A14434376BZD
Hill Valley High School,8:00am - 9:00am,03/28/2025,Major Violation,,Continued Misconduct,W,M,3,F,A14434376BZD
Bayside,2:00pm -3:00pm,04/01/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,2,P,A15717014BZD
Shermer High School,2:00pm -3:00pm,04/01/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,F,8,F,A13378412BZD
Shermer High School,After School,04/01/2025,Major Violation,,Continued Misconduct,W,M,9,F,A13368554BZD
Springfield Elementary,1:00pm - 2:00pm,03/28/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,0,F,A16709366BZD
Hill Valley High School,2:00pm -3:00pm,03/27/2025,Major Violation,,Continued Misconduct,B,M,3,F,A15466448BZD
Hill Valley High School,8:00am - 9:00am,03/26/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,2,P,A16907555BZD
Shermer High School,11:00am - 12:00pm,04/02/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,9,F,A13115837BZD
Shermer High School,11:00am - 12:00pm,04/02/2025,Minor Violation (5 times in the same quarter),Other,,W,M,7,F,A13631453BZD
Shermer High School,11:00am - 12:00pm,04/02/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,7,F,A13631453BZD
Shermer High School,12:00pm - 1:00pm,04/02/2025,Minor Violation (5 times in the same quarter),Disruption,,B,M,7,F,A13732628BZD
Bayside,10:00am-11:00am,04/02/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,F,A15470471BZD
Bayside,12:00pm - 1:00pm,04/02/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,P,A15616853BZD
Shermer High School,12:00pm - 1:00pm,04/01/2025,Minor Violation (5 times in the same quarter),Other,,W,M,9,F,A13582496BZD
Hill Valley High School,8:00am - 9:00am,03/28/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,R,A15520787BZD
Hill Valley High School,8:00am - 9:00am,03/28/2025,Minor Violation (5 times in the same quarter),Other,,W,F,2,F,A15090431BZD
Hill Valley High School,8:00am - 9:00am,03/28/2025,Minor Violation (5 times in the same quarter),Other,,W,M,2,F,A16789574BZD
Shermer High School,12:00pm - 1:00pm,04/01/2025,Minor Violation (5 times in the same quarter),Other,,W,M,9,F,A13364417BZD
Shermer High School,8:00am - 9:00am,04/02/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,8,F,A13378412BZD
Hill Valley High School,2:00pm -3:00pm,03/31/2025,Minor Violation (5 times in the same quarter),Tardiness,,A,F,2,F,A15993260BZD
Springfield Elementary,9:00am - 10:00am,04/01/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,P,A16145726BZD
Springfield Elementary,After School,03/31/2025,Major Violation,,Continued Misconduct,W,F,0,F,A16730867BZD
Springfield Elementary,1:00pm - 2:00pm,03/28/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,P,A16709384BZD
Springfield Elementary,Before School,03/31/2025,Major Violation,,Continued Misconduct,B,F,0,F,A16438646BZD
Springfield Elementary,1:00pm - 2:00pm,03/28/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,0,F,A16747481BZD
Springfield Elementary,10:00am-11:00am,03/28/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,0,P,A16438619BZD
Shermer High School,12:00pm - 1:00pm,04/03/2025,Major Violation,,Continued Misconduct,W,F,7,F,A13861622BZD
Bayside,10:00am-11:00am,04/03/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,2,P,A15849581BZD
Bayside,11:00am - 12:00pm,04/03/2025,Minor Violation (5 times in the same quarter),Disruption,,B,M,2,F,A15945602BZD
Bayside,11:00am - 12:00pm,04/03/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,2,P,A14338673BZD
Bayside,2:00pm -3:00pm,04/03/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,2,P,A15717014BZD
Shermer High School,9:00am - 10:00am,04/04/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,5,F,A16747604BZD
Springfield Elementary,1:00pm - 2:00pm,04/01/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,R,A15983234BZD
Bayside,1:00pm - 2:00pm,04/04/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,4,F,A15142076BZD
Bayside,11:00am - 12:00pm,04/04/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,4,F,A15089432BZD
Shermer High School,12:00pm - 1:00pm,04/04/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,7,F,A14013950BZD
Shermer High School,12:00pm - 1:00pm,04/04/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,7,F,A13631453BZD
Rydell High School,1:00pm - 2:00pm,04/02/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,1,F,A15932738BZD
Bayside,10:00am-11:00am,04/02/2025,Minor Violation (5 times in the same quarter),Insubordination,,W,M,4,P,A15142475BZD
Shermer High School,12:00pm - 1:00pm,04/04/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,7,F,A14064242BZD
Shermer High School,12:00pm - 1:00pm,04/04/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,B,M,7,F,A13732628BZD
Bayside,2:00pm -3:00pm,04/04/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,F,A15119036BZD
Bayside,2:00pm -3:00pm,04/04/2025,Minor Violation (5 times in the same quarter),Other,,W,M,4,F,A14638415BZD
Bayside,10:00am-11:00am,04/01/2025,Major Violation,,Leaving class/school without permission,W,M,4,F,A14850692BZD
Bayside,8:00am - 9:00am,04/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,4,F,A14850692BZD
Shermer High School,10:00am-11:00am,04/07/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,7,F,A13631453BZD
Shermer High School,11:00am - 12:00pm,04/07/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,8,P,A13379993BZD
Shermer High School,12:00pm - 1:00pm,04/07/2025,Minor Violation (5 times in the same quarter),Disruption,,H,F,8,F,A15790118BZD
Shermer High School,12:00pm - 1:00pm,04/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,B,M,7,F,A13732628BZD
Shermer High School,12:00pm - 1:00pm,04/07/2025,Major Violation,,Exceeded minor maximum count,W,F,7,F,A13861622BZD
Bayside,1:00pm - 2:00pm,04/07/2025,Minor Violation (5 times in the same quarter),Other,,W,M,3,P,A15144410BZD
Bayside,11:00am - 12:00pm,04/07/2025,Minor Violation (5 times in the same quarter),Disruption,,W,M,2,P,A15849578BZD
Shermer High School,11:00am - 12:00pm,04/07/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,8,F,A15825080BZD
Bayside,10:00am-11:00am,04/08/2025,Minor Violation (5 times in the same quarter),Disruption,,B,M,2,F,A15945602BZD
Bayside,10:00am-11:00am,04/08/2025,Minor Violation (5 times in the same quarter),Disruption,,W,F,2,P,A14338673BZD
Springfield Elementary,1:00pm - 2:00pm,03/28/2025,Minor Violation (5 times in the same quarter),Other,,W,M,0,F,A16454948BZD
Springfield Elementary,2:00pm -3:00pm,04/04/2025,Minor Violation (5 times in the same quarter),Other,,W,F,0,F,A16574675BZD
Shermer High School,9:00am - 10:00am,04/04/2025,Minor Violation (5 times in the same quarter),Forgery,,W,M,9,F,A13582496BZD
Bayside,8:00am - 9:00am,04/09/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,W,F,2,F,A16417805BZD
Bayside,10:00am-11:00am,04/08/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,F,2,F,A16417805BZD
Bayside,8:00am - 9:00am,04/09/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,W,F,2,R,A15312419BZD
Springfield Elementary,12:00pm - 1:00pm,04/03/2025,Minor Violation (5 times in the same quarter),Other,,W,M,1,F,A16215428BZD
Springfield Elementary,12:00pm - 1:00pm,04/08/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,1,F,A16215428BZD
Shermer High School,9:00am - 10:00am,04/09/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,W,M,9,P,A16172189BZD
Shermer High School,10:00am-11:00am,04/09/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,W,F,8,F,A13378412BZD
Shermer High School,9:00am - 10:00am,04/09/2025,Minor Violation (5 times in the same quarter),Refusal to do work,,H,M,9,F,A14721782BZD
Hill Valley High School,11:00am - 12:00pm,04/01/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,W,M,1,P,A16327595BZD
Hill Valley High School,10:00am-11:00am,03/27/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,W,M,2,P,A16907555BZD
